barrels08,city08,comb08,fuelCost08,fuelType,fuelType1,highway08,make,model,phevBlended,VClass,year,score
17.347894736842107,16.0,19.0,3050.0,Premium,Premium Gasoline,23.0,Volvo,C70 Convertible,False,Subcompact Cars,2004.0,1.0
16.4805,17.0,20.0,2900.0,Premium,Premium Gasoline,24.0,Volvo,C70 Convertible,False,Subcompact Cars,2004.0,1.0
17.347894736842107,16.0,19.0,3050.0,Premium,Premium Gasoline,25.0,Volvo,C70 Convertible,False,Subcompact Cars,2004.0,1.0
14.98227272727273,19.0,22.0,2650.0,Premium,Premium Gasoline,27.0,Acura,TSX,False,Compact Cars,2004.0,5.0
14.330869565217393,20.0,23.0,2500.0,Premium,Premium Gasoline,29.0,Acura,TSX,False,Compact Cars,2004.0,5.0
14.330869565217393,20.0,23.0,2500.0,Premium,Premium Gasoline,27.0,Audi,A4,False,Compact Cars,2004.0,2.0
14.330869565217393,20.0,23.0,2500.0,Premium,Premium Gasoline,29.0,Audi,A4,False,Compact Cars,2004.0,2.0
15.695714285714288,18.0,21.0,2750.0,Premium,Premium Gasoline,26.0,Audi,A4,False,Compact Cars,2004.0,1.0
15.695714285714288,18.0,21.0,2750.0,Premium,Premium Gasoline,26.0,Audi,A4,False,Compact Cars,2004.0,2.0
14.98227272727273,19.0,22.0,2650.0,Premium,Premium Gasoline,27.0,Audi,A4 quattro,False,Compact Cars,2004.0,2.0
15.695714285714288,18.0,21.0,2750.0,Premium,Premium Gasoline,26.0,Audi,A4 quattro,False,Compact Cars,2004.0,2.0
17.347894736842107,16.0,19.0,3050.0,Premium,Premium Gasoline,24.0,Audi,A4 quattro,False,Compact Cars,2004.0,1.0
17.347894736842107,16.0,19.0,3050.0,Premium,Premium Gasoline,24.0,Audi,A4 quattro,False,Compact Cars,2004.0,2.0
17.347894736842107,16.0,19.0,3050.0,Premium,Premium Gasoline,23.0,Audi,A4 quattro,False,Compact Cars,2004.0,1.0
17.347894736842107,16.0,19.0,3050.0,Premium,Premium Gasoline,23.0,Audi,A4 quattro,False,Compact Cars,2004.0,2.0
20.600625,13.0,16.0,3650.0,Premium,Premium Gasoline,20.0,Audi,S4,False,Compact Cars,2004.0,1.0
18.311666666666667,16.0,18.0,3200.0,Premium,Premium Gasoline,22.0,Audi,S4,False,Compact Cars,2004.0,1.0
27.4675,10.0,12.0,4850.0,Premium,Premium Gasoline,16.0,Bentley,Continental GT,False,Compact Cars,2004.0,1.0
15.695714285714288,18.0,21.0,2750.0,Premium,Premium Gasoline,27.0,BMW,325i,False,Compact Cars,2004.0,5.0
